date,kospi
2017-01-02,2026.16
2017-01-03,2043.97
2017-01-04,2045.64
2017-01-05,2041.95
2017-01-06,2049.12
2017-01-07,
2017-01-08,
2017-01-09,2048.78
2017-01-10,2045.12
2017-01-11,2075.17
2017-01-12,2087.14
2017-01-13,2076.79
2017-01-14,
2017-01-15,
2017-01-16,2064.17
2017-01-17,2071.87
2017-01-18,2070.54
2017-01-19,2072.79
2017-01-20,2065.61
2017-01-21,
2017-01-22,
2017-01-23,2065.99
2017-01-24,2065.76
2017-01-25,2066.94
2017-01-26,2083.59
2017-01-27,
2017-01-28,
2017-01-29,
2017-01-30,
2017-01-31,2067.57
2017-02-01,2080.48
2017-02-02,2071.01
2017-02-03,2073.16
2017-02-04,
2017-02-05,
2017-02-06,2077.66
2017-02-07,2075.21
2017-02-08,2065.08
2017-02-09,2065.88
2017-02-10,2075.08
2017-02-11,
2017-02-12,
2017-02-13,2078.65
2017-02-14,2074.57
2017-02-15,2083.86
2017-02-16,2081.84
2017-02-17,2080.58
2017-02-18,
2017-02-19,
2017-02-20,2084.39
2017-02-21,2102.93
2017-02-22,2106.61
2017-02-23,2107.63
2017-02-24,2094.12
2017-02-25,
2017-02-26,
2017-02-27,2085.52
2017-02-28,2091.64
2017-03-01,
2017-03-02,2102.65
2017-03-03,2078.75
2017-03-04,
2017-03-05,
2017-03-06,2081.36
2017-03-07,2094.05
2017-03-08,2095.41
2017-03-09,2091.06
2017-03-10,2097.35
2017-03-11,
2017-03-12,
2017-03-13,2117.59
2017-03-14,2133.78
2017-03-15,2133
2017-03-16,2150.08
2017-03-17,2164.58
2017-03-18,
2017-03-19,
2017-03-20,2157.01
2017-03-21,2178.38
2017-03-22,2168.3
2017-03-23,2172.72
2017-03-24,2168.95
2017-03-25,
2017-03-26,
2017-03-27,2155.66
2017-03-28,2163.31
2017-03-29,2166.98
2017-03-30,2164.64
2017-03-31,2160.23
2017-04-01,
2017-04-02,
2017-04-03,2167.51
2017-04-04,2161.1
2017-04-05,2160.85
2017-04-06,2152.75
2017-04-07,2151.73
2017-04-08,
2017-04-09,
2017-04-10,2133.32
2017-04-11,2123.85
2017-04-12,2128.91
2017-04-13,2148.61
2017-04-14,2134.88
2017-04-15,
2017-04-16,
2017-04-17,2145.78
2017-04-18,2148.46
2017-04-19,2138.4
2017-04-20,2149.15
2017-04-21,2165.04
2017-04-22,
2017-04-23,
2017-04-24,2173.74
2017-04-25,2196.85
2017-04-26,2207.84
2017-04-27,2209.46
2017-04-28,2205.44
2017-04-29,
2017-04-30,
2017-05-01,
2017-05-02,2219.67
2017-05-03,
2017-05-04,2241.24
2017-05-05,
2017-05-06,
2017-05-07,
2017-05-08,2292.76
2017-05-09,
2017-05-10,2270.12
2017-05-11,2296.37
2017-05-12,2286.02
2017-05-13,
2017-05-14,
2017-05-15,2290.65
2017-05-16,2295.33
2017-05-17,2293.08
2017-05-18,2286.82
2017-05-19,2288.48
2017-05-20,
2017-05-21,
2017-05-22,2304.03
2017-05-23,2311.74
2017-05-24,2317.34
2017-05-25,2342.93
2017-05-26,2355.3
2017-05-27,
2017-05-28,
2017-05-29,2352.97
2017-05-30,2343.68
2017-05-31,2347.38
2017-06-01,2344.61
2017-06-02,2371.72
2017-06-03,
2017-06-04,
2017-06-05,2368.62
2017-06-06,
2017-06-07,2360.14
2017-06-08,2363.57
2017-06-09,2381.69
2017-06-10,
2017-06-11,
2017-06-12,2357.87
2017-06-13,2374.7
2017-06-14,2372.64
2017-06-15,2361.65
2017-06-16,2361.83
2017-06-17,
2017-06-18,
2017-06-19,2370.9
2017-06-20,2369.23
2017-06-21,2357.53
2017-06-22,2370.37
2017-06-23,2378.6
2017-06-24,
2017-06-25,
2017-06-26,2388.66
2017-06-27,2391.95
2017-06-28,2382.56
2017-06-29,2395.66
2017-06-30,2391.79
2017-07-01,
2017-07-02,
2017-07-03,2394.48
2017-07-04,2380.52
2017-07-05,2388.35
2017-07-06,2387.81
2017-07-07,2379.87
2017-07-08,
2017-07-09,
2017-07-10,2382.1
2017-07-11,2396
2017-07-12,2391.77
2017-07-13,2409.49
2017-07-14,2414.63
2017-07-15,
2017-07-16,
2017-07-17,2425.1
2017-07-18,2426.04
2017-07-19,2429.94
2017-07-20,2441.84
2017-07-21,2450.06
2017-07-22,
2017-07-23,
2017-07-24,2451.53
2017-07-25,2439.9
2017-07-26,2434.51
2017-07-27,2443.24
2017-07-28,2400.99
2017-07-29,
2017-07-30,
2017-07-31,2402.71
2017-08-01,2422.96
2017-08-02,2427.63
2017-08-03,2386.85
2017-08-04,2395.45
2017-08-05,
2017-08-06,
2017-08-07,2398.75
2017-08-08,2394.73
2017-08-09,2368.39
2017-08-10,2359.47
2017-08-11,2319.71
2017-08-12,
2017-08-13,
2017-08-14,2334.22
2017-08-15,
2017-08-16,2348.26
2017-08-17,2361.67
2017-08-18,2358.37
2017-08-19,
2017-08-20,
2017-08-21,2355
2017-08-22,2365.33
2017-08-23,2366.4
2017-08-24,2375.84
2017-08-25,2378.51
2017-08-26,
2017-08-27,
2017-08-28,2370.3
2017-08-29,2364.74
2017-08-30,2372.29
2017-08-31,2363.19
2017-09-01,2357.69
2017-09-02,
2017-09-03,
2017-09-04,2329.65
2017-09-05,2326.62
2017-09-06,2319.82
2017-09-07,2346.19
2017-09-08,2343.72
2017-09-09,
2017-09-10,
2017-09-11,2359.08
2017-09-12,2365.47
2017-09-13,2360.18
2017-09-14,2377.66
2017-09-15,2386.07
2017-09-16,
2017-09-17,
2017-09-18,2418.21
2017-09-19,2416.05
2017-09-20,2412.2
2017-09-21,2406.5
2017-09-22,2388.71
2017-09-23,
2017-09-24,
2017-09-25,2380.4
2017-09-26,2374.32
2017-09-27,2372.57
2017-09-28,2373.14
2017-09-29,2394.47
2017-09-30,
2017-10-01,
2017-10-02,
2017-10-03,
2017-10-04,
2017-10-05,
2017-10-06,
2017-10-07,
2017-10-08,
2017-10-09,
2017-10-10,2433.81
2017-10-11,2458.16
2017-10-12,2474.76
2017-10-13,2473.62
2017-10-14,
2017-10-15,
2017-10-16,2480.05
2017-10-17,2484.37
2017-10-18,2482.91
2017-10-19,2473.06
2017-10-20,2489.54
2017-10-21,
2017-10-22,
2017-10-23,2490.05
2017-10-24,2490.49
2017-10-25,2492.5
2017-10-26,2480.63
2017-10-27,2496.63
2017-10-28,
2017-10-29,
2017-10-30,2501.93
2017-10-31,2523.43
2017-11-01,2556.47
2017-11-02,2546.36
2017-11-03,2557.97
2017-11-04,
2017-11-05,
2017-11-06,2549.41
2017-11-07,2545.44
2017-11-08,2552.4
2017-11-09,2550.57
2017-11-10,2542.95
2017-11-11,
2017-11-12,
2017-11-13,2530.35
2017-11-14,2526.64
2017-11-15,2518.25
2017-11-16,2534.79
2017-11-17,2533.99
2017-11-18,
2017-11-19,
2017-11-20,2527.67
2017-11-21,2530.7
2017-11-22,2540.51
2017-11-23,2537.15
2017-11-24,2544.33
2017-11-25,
2017-11-26,
2017-11-27,2507.81
2017-11-28,2514.19
2017-11-29,2512.9
2017-11-30,2476.37
2017-12-01,2475.41
2017-12-02,
2017-12-03,
2017-12-04,2501.67
2017-12-05,2510.12
2017-12-06,2474.37
2017-12-07,2461.98
2017-12-08,2464
2017-12-09,
2017-12-10,
2017-12-11,2471.49
2017-12-12,2461
2017-12-13,2480.55
2017-12-14,2469.48
2017-12-15,2482.07
2017-12-16,
2017-12-17,
2017-12-18,2481.88
2017-12-19,2478.53
2017-12-20,2472.37
2017-12-21,2429.83
2017-12-22,2440.54
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,2427.34
2017-12-27,2436.67
2017-12-28,2467.49
2017-12-29,
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,2479.65
2018-01-03,2486.35
2018-01-04,2466.46
2018-01-05,2497.52
2018-01-06,
2018-01-07,
2018-01-08,2513.28
2018-01-09,2510.23
2018-01-10,2499.75
2018-01-11,2487.91
2018-01-12,2496.42
2018-01-13,
2018-01-14,
2018-01-15,2503.73
2018-01-16,2521.74
2018-01-17,2515.43
2018-01-18,2515.81
2018-01-19,2520.26
2018-01-20,
2018-01-21,
2018-01-22,2502.11
2018-01-23,2536.6
2018-01-24,2538
2018-01-25,2562.23
2018-01-26,2574.76
2018-01-27,
2018-01-28,
2018-01-29,2598.19
2018-01-30,2567.74
2018-01-31,2566.46
2018-02-01,2568.54
2018-02-02,2525.39
2018-02-03,
2018-02-04,
2018-02-05,2491.75
2018-02-06,2453.31
2018-02-07,2396.56
2018-02-08,2407.62
2018-02-09,2363.77
2018-02-10,
2018-02-11,
2018-02-12,2385.38
2018-02-13,2395.19
2018-02-14,2421.83
2018-02-15,
2018-02-16,
2018-02-17,
2018-02-18,
2018-02-19,2442.82
2018-02-20,2415.12
2018-02-21,2429.65
2018-02-22,2414.28
2018-02-23,2451.52
2018-02-24,
2018-02-25,
2018-02-26,2457.65
2018-02-27,2456.14
2018-02-28,2427.36
2018-03-01,
2018-03-02,2402.16
2018-03-03,
2018-03-04,
2018-03-05,2375.06
2018-03-06,2411.41
2018-03-07,2401.82
2018-03-08,2433.08
2018-03-09,2459.45
2018-03-10,
2018-03-11,
2018-03-12,2484.12
2018-03-13,2494.49
2018-03-14,2486.08
2018-03-15,2492.38
2018-03-16,2493.97
2018-03-17,
2018-03-18,
2018-03-19,2475.03
2018-03-20,2485.52
2018-03-21,2484.97
2018-03-22,2496.02
2018-03-23,2416.76
2018-03-24,
2018-03-25,
2018-03-26,2437.08
2018-03-27,2452.06
2018-03-28,2419.29
2018-03-29,2436.37
2018-03-30,2445.85
2018-03-31,
2018-04-01,
2018-04-02,2444.16
2018-04-03,2442.43
2018-04-04,2408.06
2018-04-05,2437.52
2018-04-06,2429.58
2018-04-07,
2018-04-08,
2018-04-09,2444.08
2018-04-10,2450.74
2018-04-11,2444.22
2018-04-12,2442.71
2018-04-13,2455.07
2018-04-14,
2018-04-15,
2018-04-16,2457.49
2018-04-17,2453.77
2018-04-18,2479.98
2018-04-19,2486.1
2018-04-20,2476.33
2018-04-21,
2018-04-22,
2018-04-23,2474.11
2018-04-24,2464.14
2018-04-25,2448.81
2018-04-26,2475.64
2018-04-27,2492.4
2018-04-28,
2018-04-29,
2018-04-30,2515.38
2018-05-01,
2018-05-02,2505.61
2018-05-03,2487.25
2018-05-04,2461.38
2018-05-05,
2018-05-06,
2018-05-07,
2018-05-08,2449.81
2018-05-09,2443.98
2018-05-10,2464.16
2018-05-11,2477.71
2018-05-12,
2018-05-13,
2018-05-14,2476.11
2018-05-15,2458.54
2018-05-16,2459.82
2018-05-17,2448.45
2018-05-18,2460.65
2018-05-19,
2018-05-20,
2018-05-21,2465.57
2018-05-22,
2018-05-23,2471.91
2018-05-24,2466.01
2018-05-25,2460.8
2018-05-26,
2018-05-27,
2018-05-28,2478.96
2018-05-29,2457.25
2018-05-30,2409.03
2018-05-31,2423.01
2018-06-01,2438.96
2018-06-02,
2018-06-03,
2018-06-04,2447.76
2018-06-05,2453.76
2018-06-06,
2018-06-07,2470.58
2018-06-08,2451.58
2018-06-09,
2018-06-10,
2018-06-11,2470.15
2018-06-12,2468.83
2018-06-13,
2018-06-14,2423.48
2018-06-15,2404.04
2018-06-16,
2018-06-17,
2018-06-18,2376.24
2018-06-19,2340.11
2018-06-20,2363.91
2018-06-21,2337.83
2018-06-22,2357.22
2018-06-23,
2018-06-24,
2018-06-25,2357.88
2018-06-26,2350.92
2018-06-27,2342.03
2018-06-28,2314.24
2018-06-29,2326.13
2018-06-30,
2018-07-01,
2018-07-02,2271.54
2018-07-03,2272.76
2018-07-04,2265.46
2018-07-05,2257.55
2018-07-06,2272.87
2018-07-07,
2018-07-08,
2018-07-09,2285.8
2018-07-10,2294.16
2018-07-11,2280.62
2018-07-12,2285.06
2018-07-13,2310.9
2018-07-14,
2018-07-15,
2018-07-16,2301.99
2018-07-17,2297.92
2018-07-18,2290.11
2018-07-19,2282.29
2018-07-20,2289.19
2018-07-21,
2018-07-22,
2018-07-23,2269.31
2018-07-24,2280.2
2018-07-25,2273.03
2018-07-26,2289.06
2018-07-27,2294.99
2018-07-28,
2018-07-29,
2018-07-30,2293.51
2018-07-31,2295.26
2018-08-01,2307.07
2018-08-02,2270.2
2018-08-03,2287.68
2018-08-04,
2018-08-05,
2018-08-06,2286.5
2018-08-07,2300.16
2018-08-08,2301.45
2018-08-09,2303.71
2018-08-10,2282.79
2018-08-11,
2018-08-12,
2018-08-13,2248.45
2018-08-14,2258.91
2018-08-15,
2018-08-16,2240.8
2018-08-17,2247.05
2018-08-18,
2018-08-19,
2018-08-20,2247.88
2018-08-21,2270.06
2018-08-22,2273.33
2018-08-23,2282.6
2018-08-24,2293.21
2018-08-25,
2018-08-26,
2018-08-27,2299.3
2018-08-28,2303.12
2018-08-29,2309.03
2018-08-30,2307.35
2018-08-31,2322.88
2018-09-01,
2018-09-02,
2018-09-03,2307.03
2018-09-04,2315.72
2018-09-05,2291.77
2018-09-06,2287.61
2018-09-07,2281.58
2018-09-08,
2018-09-09,
2018-09-10,2288.66
2018-09-11,2283.2
2018-09-12,2282.92
2018-09-13,2286.23
2018-09-14,2318.25
2018-09-15,
2018-09-16,
2018-09-17,2303.01
2018-09-18,2308.98
2018-09-19,2308.46
2018-09-20,2323.45
2018-09-21,2339.17
2018-09-22,
2018-09-23,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,2355.43
2018-09-28,2343.07
2018-09-29,
2018-09-30,
2018-10-01,2338.88
2018-10-02,2309.57
2018-10-03,
2018-10-04,2274.49
2018-10-05,2267.52
2018-10-06,
2018-10-07,
2018-10-08,2253.83
2018-10-09,
2018-10-10,2228.61
2018-10-11,2129.67
2018-10-12,2161.85
2018-10-13,
2018-10-14,
2018-10-15,2145.12
2018-10-16,2145.12
2018-10-17,2167.51
2018-10-18,2148.31
2018-10-19,2156.26
2018-10-20,
2018-10-21,
2018-10-22,2161.71
2018-10-23,2106.1
2018-10-24,2097.58
2018-10-25,2063.3
2018-10-26,2027.15
2018-10-27,
2018-10-28,
2018-10-29,1996.05
2018-10-30,2014.69
2018-10-31,2029.69
2018-11-01,2024.46
2018-11-02,2096
2018-11-03,
2018-11-04,
2018-11-05,2076.92
2018-11-06,2089.62
2018-11-07,2078.69
2018-11-08,2092.63
2018-11-09,2086.09
2018-11-10,
2018-11-11,
2018-11-12,2080.44
2018-11-13,2071.23
2018-11-14,2068.05
2018-11-15,2088.06
2018-11-16,2092.4
2018-11-17,
2018-11-18,
2018-11-19,2100.56
2018-11-20,2082.58
2018-11-21,2076.55
2018-11-22,2069.95
2018-11-23,2057.48
2018-11-24,
2018-11-25,
2018-11-26,2083.02
2018-11-27,2099.42
2018-11-28,2108.22
2018-11-29,2114.1
2018-11-30,2096.86
2018-12-01,
2018-12-02,
2018-12-03,2131.93
2018-12-04,2114.35
2018-12-05,2101.31
2018-12-06,2068.69
2018-12-07,2075.76
2018-12-08,
2018-12-09,
2018-12-10,2053.79
2018-12-11,2052.97
2018-12-12,2082.57
2018-12-13,2095.55
2018-12-14,2069.38
2018-12-15,
2018-12-16,
2018-12-17,2071.09
2018-12-18,2062.11
2018-12-19,2078.84
2018-12-20,2060.12
2018-12-21,2061.49
2018-12-22,
2018-12-23,
2018-12-24,2055.01
2018-12-25,
2018-12-26,2028.01
2018-12-27,2028.44
2018-12-28,2041.04
2018-12-29,
2018-12-30,
2018-12-31,
2019-01-01,
2019-01-02,2010
2019-01-03,1993.7
2019-01-04,2010.25
2019-01-05,
2019-01-06,
2019-01-07,2037.1
2019-01-08,2025.27
2019-01-09,2064.71
2019-01-10,2063.28
2019-01-11,2075.57
2019-01-12,
2019-01-13,
2019-01-14,2064.52
2019-01-15,2097.18
2019-01-16,2106.1
2019-01-17,2107.06
2019-01-18,2124.28
2019-01-19,
2019-01-20,
2019-01-21,2124.61
2019-01-22,2117.77
2019-01-23,2127.78
2019-01-24,2145.03
2019-01-25,2177.73
2019-01-26,
2019-01-27,
2019-01-28,2177.3
2019-01-29,2183.36
2019-01-30,2206.2
2019-01-31,2204.85
2019-02-01,2203.46
2019-02-02,
2019-02-03,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,2203.42
2019-02-08,2177.05
2019-02-09,
2019-02-10,
2019-02-11,2180.73
2019-02-12,2190.47
2019-02-13,2201.48
2019-02-14,2225.85
2019-02-15,2196.09
2019-02-16,
2019-02-17,
2019-02-18,2210.89
2019-02-19,2205.63
2019-02-20,2229.76
2019-02-21,2228.66
2019-02-22,2230.5
2019-02-23,
2019-02-24,
2019-02-25,2232.56
2019-02-26,2226.6
2019-02-27,2234.79
2019-02-28,2195.44
2019-03-01,
2019-03-02,
2019-03-03,
2019-03-04,2190.66
2019-03-05,2179.23
2019-03-06,2175.6
2019-03-07,2165.79
2019-03-08,2137.44
2019-03-09,
2019-03-10,
2019-03-11,2138.1
2019-03-12,2157.18
2019-03-13,2148.41
2019-03-14,2155.68
2019-03-15,2176.11
2019-03-16,
2019-03-17,
2019-03-18,2179.49
2019-03-19,2177.62
2019-03-20,2177.1
2019-03-21,2184.88
2019-03-22,2186.95
2019-03-23,
2019-03-24,
2019-03-25,2144.86
2019-03-26,2148.8
2019-03-27,2145.62
2019-03-28,2128.1
2019-03-29,2140.67
2019-03-30,
2019-03-31,
2019-04-01,2168.28
2019-04-02,2177.18
2019-04-03,2203.27
2019-04-04,2206.53
2019-04-05,2209.61
2019-04-06,
2019-04-07,
2019-04-08,2210.6
2019-04-09,2213.56
2019-04-10,2224.39
2019-04-11,2224.44
2019-04-12,2233.45
2019-04-13,
2019-04-14,
2019-04-15,2242.88
2019-04-16,2248.63
2019-04-17,2245.89
2019-04-18,2213.77
2019-04-19,2216.15
2019-04-20,
2019-04-21,
2019-04-22,2216.65
2019-04-23,2220.51
2019-04-24,2201.03
2019-04-25,2190.5
2019-04-26,2179.31
2019-04-27,
2019-04-28,
2019-04-29,2216.43
2019-04-30,2203.59
2019-05-01,
2019-05-02,2212.75
2019-05-03,2196.32
2019-05-04,
2019-05-05,
2019-05-06,
2019-05-07,2176.99
2019-05-08,2168.01
2019-05-09,2102.01
2019-05-10,2108.04
2019-05-11,
2019-05-12,
2019-05-13,2079.01
2019-05-14,2081.84
2019-05-15,2092.78
2019-05-16,2067.69
2019-05-17,2055.8
2019-05-18,
2019-05-19,
2019-05-20,2055.71
2019-05-21,2061.25
2019-05-22,2064.86
2019-05-23,2059.59
2019-05-24,2045.31
2019-05-25,
2019-05-26,
2019-05-27,2044.21
2019-05-28,2048.83
2019-05-29,2023.32
2019-05-30,2038.8
2019-05-31,2041.74
2019-06-01,
2019-06-02,
2019-06-03,2067.85
2019-06-04,2066.97
2019-06-05,2069.11
2019-06-06,
2019-06-07,2072.33
2019-06-08,
2019-06-09,
2019-06-10,2099.49
2019-06-11,2111.81
2019-06-12,2108.75
2019-06-13,2103.15
2019-06-14,2095.41
2019-06-15,
2019-06-16,
2019-06-17,2090.73
2019-06-18,2098.71
2019-06-19,2124.78
2019-06-20,2131.29
2019-06-21,2125.62
2019-06-22,
2019-06-23,
2019-06-24,2126.33
2019-06-25,2121.64
2019-06-26,2121.85
2019-06-27,2134.32
2019-06-28,2130.62
2019-06-29,
2019-06-30,
2019-07-01,2129.74
2019-07-02,2122.02
2019-07-03,2096.02
2019-07-04,2108.73
2019-07-05,2110.59
2019-07-06,
2019-07-07,
2019-07-08,2064.17
2019-07-09,2052.03
2019-07-10,2058.78
2019-07-11,2080.58
2019-07-12,2086.66
2019-07-13,
2019-07-14,
2019-07-15,2082.48
2019-07-16,2091.87
2019-07-17,2072.92
2019-07-18,2066.55
2019-07-19,2094.36
2019-07-20,
2019-07-21,
2019-07-22,2093.34
2019-07-23,2101.45
2019-07-24,2082.3
2019-07-25,2074.48
2019-07-26,2066.26
2019-07-27,
2019-07-28,
2019-07-29,2029.48
2019-07-30,2038.68
2019-07-31,2024.55
2019-08-01,2017.34
2019-08-02,1998.13
2019-08-03,
2019-08-04,
2019-08-05,1946.98
2019-08-06,1917.5
2019-08-07,1909.71
2019-08-08,1920.61
2019-08-09,1937.75
2019-08-10,
2019-08-11,
2019-08-12,1942.29
2019-08-13,1925.83
2019-08-14,1938.37
2019-08-15,
2019-08-16,1927.17
2019-08-17,
2019-08-18,
2019-08-19,1939.9
2019-08-20,1960.25
2019-08-21,1964.65
2019-08-22,1951.01
2019-08-23,1948.3
2019-08-24,
2019-08-25,
2019-08-26,1916.31
2019-08-27,1924.6
2019-08-28,1941.09
2019-08-29,1933.41
2019-08-30,1967.79
2019-08-31,
2019-09-01,
2019-09-02,1969.19

